"prompt","completion"
"MONGO is a wanker!

MONGO drinks semen while editing someone elses page! That dick!

MONGO is a homosexual crybaby!

MONGO is a motherfcuker!!

MONGO gets anal and oral every night from a five year old pig!

Wayward likes cocks!

Wayward likes teeth in his crust! ->"," insult"
"FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU ->"," severe"
"yeah fr3nzi3,i agree because both my brothers say that it is f*ck up or shut the f*ck up.
user:dark-hooded smoker ->"," obscene"
"Cultist hacker, I put the source information in when I uploaded the picture. Perhaps you have personally deleted that source information, being the manipulate buggers that you are? Your excuses are just that. The picture is a scan of the original passport photograph of Subh-i-Azal which E.G. Browne reproduced in Materials for the Study of the Babi Religion''''''. Go take a look, schmuck! ->"," toxic"
"Hello, you disgusting transsexual 

You are a grotesque blight upon the earth. Please kill yourself. ->"," threat"
"you shouldn't create autobiographies and you're not notable ->"," none"
"I think he is a gay fag!!! ->"," identity"
"edit my own. See? Arrogant fags. ->"," toxic"
"dick has gone limp from fucking hookers. =(''' ->"," identity"
"ANYONE WHO SUPPORTS THIS IS FUCKING SICK. MEN AND UNDERAGED FUCKING KIDS?????????????????????????????? WHAT IN THE FUCK YOU ALL SHOULD BE SHOT AND KILLED YOU BUNCH OF FUCKING FAGGOT PEDOPHILES

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE
DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE
DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE
DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIENEW ->"," threat"
"silly little boy my ass ->"," insult"
"Dear Piotrus,

he's a stupid illiterate from Bucharest. Have you met intelligent people from Bucharest? ->"," insult"
"ADMINS ARE FULL OF SHIT, THEY BANNED ME FOR OVER A HALF A YEAR BECAUSE I MADE A MISTAKE WHEN EDITING AN ARTICLE. FUCK THEM AND FUCK YOU IF YOU'RE ONE OF THEM. I HATE YOU!!! ->"," insult"
"Oh my god, some genres on pages don't have sources. I've seen it w/ my own 2 eyes. Have u? ->"," none"
"SHIT CUNT FUCK NIGGER CHINK ->"," insult"
"""

 YOU MOTHERFUCKER 

  YOU MOTHERFUCKER You're dead...enough said   "" ->"," threat"
"is a gay faggot that takes it in the butt from other users who control him and manipulate him to indiscriminately ban users with gay cunnilingus

 is a FAGGOT and so is '''''' – They are butt buddies ->"," severe"
"He has started to edit-war with me!!
Please help me...........................
Whatever I post on my talk page is being deleted by that user!!!! ->"," none"
"""

No, I'm not supposedly Lance Cade.   I AM LANCE CADE!  I've mass hatred not for Wikipedia, but for the morons who I guess can just site anything they dream up and it comes across as the actual truth.  I'm starting to read these fools and how upset they get by people deleting """"work"""" of theirs!!  Making up lies IS NOT work!  I can only imagine how many other peoples sites have just bogus info on it.  Awww, the lovely internet!!  I wish my site was deleted completely because it is just one wrong fact after another.  And there is actually a link to donate to this shit hole of a site!!  I'll donate the casket if we can kill Wikipedia!"" ->"," toxic"
"NIGHTSTALLIONS WIFE GOT FUCKED BY A NIGGER AND HAD HIS BABY

AND IT SMELLED OF FRIED CHICKEN ->"," identity"
""" chauvin-0 This user chooses not to listen to ultra-nationalist rhetoric, of whatever nation. 
"" ->"," none"
"Fuck you 

I really really dislike you, Peter. I really really do.
Seriously seriously dislike you, Peter. You seriously seriously smell of poo ->"," toxic"
"Who told you that you crackhead, I think someone would have known that if he did have a kid, which he didnt, DUMB ASS ->"," insult"
"U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!' ->"," severe"
"thanks for leaving, never come back, faggot. ->"," insult"
"vat d hel  

du ju vant nau

Go fuck yourself

get a life ->"," insult"
"Im not writing about myself, i made this account to make a page for this person, theyre very noteable, and just because you don't know who this person is, it doesnt mean they arent relevant, so fuck yourself up the ass. go jack off to wikipedia some more, seriously, cant you find something better to do with your life? I bet your 40, single, and doing this in your mom's basement. ->"," severe"
"Your death
You shitty fucktard, I am going to cut your balls of and feed them to my dog. Then, I am going to slit your shitpoke throat you mother-fucking cunt! -Jay Barnabay ->"," threat"
"Save the Tatas 

Help promote breast cancer awareness. ->"," none"
"I suggest you kill yourself. ->"," threat"
"Obama Emergence as Global Caliph
Obama pronouncement of all mankind uplifted by Islam from Istanbul site of last Ottoman caliph.
Obama assuming role of global caliph or mahde ? or dajjal ?

/s The Sheik 69.121.221.97 ->"," none"
"just telling everyone fuck you and i love to have my dick sucked by my dog with pennant butter on it ->"," obscene"
"WHO ARE YOU FUCKING CUNT HEADS TO TELL ME THAT I AM NOT WELCOME HERE? GO FUCKING DIE, TWICE. YOU CUNTS ALL DESERVE GASSING ->"," threat"
"New Team Crest 
Chivas have recently got a new crest and I uploaded it to the main page but it might be taken down for a dumb reason so I dont expect it to be on there for long. ->"," none"
"""Thank you Joseph2302. I'll be very sincere with you. I have been a full time article writer, blogger and web content writer. I also earn a living from that. I work on freelancer.com, Elance.com and odesk.com..  

Here's my public profile on freelancer.com   -   https://www.freelancer.com/u/hilumeoka2000.html

Here's my public profile on Elance.com  -   https://www.elance.com/s/hilumeoka2000/

You can also search """"hilumeoka2000"""" in Odesk to get my details there.

Now, I use to see  clients post jobs about """"Write a Wikipedia page""""  or """"Create a Wikipedia page"""" on all the freelancer platforms. In fact, it seems as if everyone wants to be on wikipedia probably because of the high page ranking and traffic that comes from the resource. 

As a freelancer interested in research, I use to get useful materials from Wikipedia and other sources to write some of my articles.  Indeed, Wikipedia has been a great resource.

Sometime in 2002, I created an account on wikipedia to see if I can meet the demands of the clients who request for wiki job on freelance platforms. To be frank, I didn't understand how to use wikipedia as at then. Hence, I abandoned the urge to write wikipedia articles and continued with my normal web content development and article writing career.

Now, sometime in April this year, I decided to start placing bids on wikipedia jobs via freelancer.com.  This is because, wiki jobs are always available but there are few people who actually know how to write them.

I made a decision to learn about wikipedia writing and what it entails. I started reading all the wiki tutorials I could see on wikipedia.  I started learning and indeed, it's quite interesting.  It was not easy initially, but, I vowed to know more.

So, I placed my first bid  on freelancer.com. A client wanted me to write on """"Joshua Letcher"""" . I accepted. I used this particular topic to learn some facts about wiki policies.  I created and submitted it for review. It was rejected but I was told what to do to make it acceptable. I took some days to make some researches about """"Joshua Letcher"""" I discovered, there are no media secondary resources.. That was the reason the article was deleted.

Now, the same client also contracted me to write about thier company """"Newfield Resources Ltd. I did my research to get some secondary resources. I succeeded and created the article. It was allowed to stay.

So, I got excited. I really became very happy that I can now write wikipedia articles. So, I went for more.  I always focused more on maintaining neutrality and using secondary sources. I also follow the rules on referencing and formatting having taken enough time to learn them.

Now, as a freelancer, I kept getting alerts about new Wikipedia  creation jobs. I  go ahead to place my bids.  I really got selected by some clients to help them put up a wikipedia page.  I also get paid for doing so as a freelancer. I turn down jobs that do not have media coverage or jobs that are meant to promote or advertise since they are against wiki rules.

So far, I've created the following pages via the jobs I won through freelancer.com and Elance.com. 

https://en.wikipedia.org/wiki/Milan_Direct

https://en.wikipedia.org/wiki/Bobby_Kumar_Kalotee 

https://en.wikipedia.org/wiki/Newfield_Resources_Limited 

https://en.wikipedia.org/wiki/Garbage_Concern_Welfare_Society

https://en.wikipedia.org/wiki/Mawano_Kambeu

I made sure each of the pages is  neutral and properly cited. I'm also working on few more pages right now. I don't get involved in vandalism or supporting stands to make a page stay on wikipedia. My main focus is to create new pages.

To be very sincere with you, I've never heard about the issue of disclosing paid identity on Wikipedia until now. I thought that I'm free to create articles as a freelancer and get paid.

I noticed one thing about most of my clients. They don't know how to create articles on wikipedia. Some of them have tried but failed. Hence, they look for an expert who will help them.

So please, I'll like to know if I'm contravening wiki rules by creating articles for clients through freelancer.com.  I don't really know. There are lots of policies on wikipedia. I learn most of them as I create articles. I learn virtually on daily basis. 

Do I need to declare myself as a Paid editor or something?  Do I need to stop creating articles for clients? 

I'll like to get clarifications. 

Thanks   

"" ->"," none"
