"prompt","completion"
"Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered ->"," toxic"
"Also, you might want to check the ISFDB entry on AEVV at: http://www.isfdb.org/cgi-bin/ea.cgi?A.%20E.%20van%20Vogt ->"," none"
"AimeeLee you are a dumb fuck. You are an American, i guess. Or a reall, really, really thick Canadian/aussie/kiwi. ->"," identity"
"""

 Please do not vandalize pages, as you did with this edit to Tramp. If you continue to do so, you will be blocked from editing.    "" ->"," none"
"ITS STILL FUNNY 
Son of a bitch! _|_ ->"," insult"
"ARSE YOU FUCKING PRICK. FUCK OFF. ->"," severe"
"dog u mother fcuken ass hole  i dont fcken care that i deletesd ur fcken pages ur mothe fcken ass hole u bitch u like my balls anyday and where and  i fcken ur sister and  u were born in a pile of shit u mother fcken bitch go get shit for dinner..sorry you idiot back off or suck my dick bastard. ->"," obscene"
"Actually guys, nevermind. I am a homophobe! I HATE GAYS! P CALL ME EVERYONE I GIVE BJ's!!! LANCE BOYLE

1-617-669-2468 ->"," insult"
"Good points. I think the cult example will not survive since deception has never been admitted or proven, so I've removed it. Also updated the crop circle example, improve at will.  ÷ talk ->"," none"
"""
Actually I am fully Arabic and Islamic and the correct spelling unlike how you stupid christians have been spelling it is """"Mou'ammar Al Qadhdhaffy"""". But you are all too racist and white and stupid too accept that124.180.159.192  "" ->"," identity"
"REDIRECT Talk:Jim Jeffries (baseball) ->"," none"
"ameriKKKans like to get their anusses raped ->"," identity"
"Fuck you! I will go to your house and Kill you with my gun! ->"," threat"
"Slim Virgin

You are a mindless, stupid asshole, and are hooked on a power kick. You are also, sadly, neither slim nor a virgin. ->"," toxic"
"Fraggle81 
You're a faggot. ->"," obscene"
"You're wrong 

I am fucking not a vandal. So FUCK OFF!!! ->"," insult"
"Instructor 

Hi Joseph Thanks for posting on my talk page. Good luck with your Wikipedia project! ->"," none"
"i traced your ip bitch, im reporting it to the CCP 
Lookup IP Address: 218.20.25.39

  

 
General Information

Hostname: 39.25.20.218.broad.gz.gd.dynamic.163data.com.cn 
ISP: ChinaNet Guangdong Province Network 
Organization: ChinaNet Guangdong Province Network 
Proxy: None detected 
Type: Cable/DSL 
Blacklist:  

Geo-Location Information

Country: China   
State/Region: 30 
City: Guangzhou 
Latitude: 23.1167 
Longitude: 113.25 
Area Code: ->"," obscene"
"what the motherhell are you talking about? i  deleted the lacrosse lie? you son need to get your facts straight i do not stand for this bullshit pigshit and treason.. no taxation without motherfucking representation son! Broad ->"," toxic"
"SORRY ASS FAGGETT
SHUT THA FUCK UP BITCH ->"," severe"
"Sanctimonious Git / very annoying person 

 Hi Walter - I don't think we've had any interaction in the past but I stumbled across a recent interaction you'd had with a fellow editor. He's really annoying, isn't he? - (resonate) ->"," toxic"
"i'll give you drama 

you're a nigger! ->"," identity"
"You fucking cunt
Mallyarse Fatbum stop being uncivil you nasty mean spirited shithead, Wikipedia is da 'pedia built on civility and it's foul mouthed fuckers like you that spoil it for everybody. If you can't say anything nice then say nothing at all, surely even a dumb fuck like you can remember that. ->"," insult"
"Scat & BDSM 

Hi, I was wondering if faggots as large as you participate in these sexual practices as apart of your regular daily routine? ->"," identity"
"""

 Reply to """"On gender"""" 

Your posted: Don't guess at someone's gender, as you have done here.  It is uncivil, and could in fact be taken as insult.  Any argument you might have that their 'name appears to be that of a female/woman' is invalid, as you have no idea if that is their name, last name, middle name.. etc.  It could even be a reference to the male comicbook character Blade, who had the name of Daywalker given to him by others in the comic book.— dαlus Contribs 

If you know your friend’s gender, spit it out, you stupid ass. Your entire posting, if you didn’t have the agenda I ascribe to you, infra, would have been “FYI: He/she is a female/male” and I would adjust accordingly. Hell, if you tell me that Dayewalker is a consortium, and I’d refer to Dayewalker as “they/it.” Don’t continue to be an ass if you post further, or understand that your further postings are unworthy of reply.

I note that you are not correcting your friend Dayewalker when she posts to you 6 days ago """"I saw that afterwards, I knew HE was topic banned but it had slipped my mind about the overall bannation. Thanks! Dayewalker (talk) 06:48, 13 July 2010."""" Are suggesting that you know that Dayewalker has completed genetic testing on the subject of her comment, so that he (Dayewalker) is not guessing at ‘his” gender (the subject of her (Dayewalker’s) comment) when he only refers to """"he’;"""" or that he (Dayewalker) has genetic evidence that the """"he"""" is actually a """"she"""" and she (Dayewalker) is insulting them by suggesting that the """"he"""" is too ballsy or pushy to be a woman/“lady.” Dayewalker is not whining about this unintended insult of either referring to a woman as “she” or equally unintended insult of referring to a man as “she.” Don't be an ass.

If Dayewalker, or anyone, is so concerned about their gender identification, and they are not an idiot, they will use a prefix like """"Mr."""" or """"Ms."""" Dayewalker has not said anything about it and it is off topic to the discussion. If you wish to join into the discussion, please feel free. On second thought, don’t join in. I have no confidence that you would answer the questions posed by the other editor either. Dayewalker (he she, they, etc.) doesn’t answer his question. Ut oh, now I’ve called Chowbok a “he.” No doubt her boyfriend/girlfriend will rush in to call me a “beast” and start a fight on the 2nd grade playground. If Dayewalker thinks that he has been called a """"sissy"""" or a """"girlie,"""" then she can address that with me. He doesn't need a mighty protector to create issues designed to get me banned. And by """"protector,"""" I mean you. You are an ass. Male. Female. Both. Neither. And of whatever ‘sexual orientation,” if any, that you wish to use to identify yourself, or not identify yourself, or feel the need to identify yourself, or feel the need to keep private, or over which you do not care. I don’t care what gender, if any you (him/her/them/it) are.  

Animal. Mineral. Vegtable. You're an ass."" ->"," toxic"
"Daedalus is nothing but a filthy n!gger and a cyberstalker who sits in his mommy's basement and who fails - yet again - at trying to ban me and stop me from getting my lulz on.  I have access to THOUSANDS of IPs and have many 25 sleeper accounts, so u fail u wiki-police homos.  plz feel free to suck my d!ck u n!gger f@ggot.  You==========> fail. anyways, u have to be watchful everywhere - i can pick and chose my announcements at will, and still edit via my sleeper accounts from IPs all across the world. u wont no when or where i will appear. my lulz is 4ever u n!gger f@gget.

Stop cyberstalking people u freak. go back to hiding in mommy's basement and playing Call of Duty or whatever gay thing u do since it is obvious that u are unemployeed cuz u spend all day on wikipedia looking like the lozer u are.  Moar lulz for me!!!!  Horray for me!!!  Im kool and ur a fool!!!!  I shall surface again and make myself known in a month or two. HEY EVERYBODY - Daedalus is a n!gger and a f@ggot!!!!!!!!!!  Look at the n!gger f@ggot!  You===========> fail. ->"," severe"
"Enuff iz Enuff
It's been almost 2 months since you blocked me and I'm sick of it.  I think I get the message that death threats are not allowed on this site.  Jesus Christ, I've learned my lesson and will stay clear from edit conflicts with Kemor. I've been blocked for so long that my page has been deleted, so can you you unblock me anytime soon Double C? ->"," none"
"Deleted it again. Suck my dick. ->"," obscene"
"Shut up you asswipe, we don't care. I'll decapitate your mother and shit down her(his?) neck. Go back to Jewland you fuck. 

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawking

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawking ->"," threat"
"Must really suck to be a serb
Owned by the Ottomans, owned by the habsurgs, asskicked by the ustashe, bombed to bits by the usa, outbred by albanians. What more can be said about a nation that bases its identity on a 14th century DEFEAT. 'Serb' has become a synonym for 'loser'. Gather up sava's ashes and weep haha. ->"," identity"
"Do not delete please
I undid your deletion of a whole section of life story of Padmasambhava according to Jamgon Kn
ongtrul. Please let it remain. With regards to Padmasambhava great caution is often advised. ->"," none"
"""

THE BIGGEST BARNSTAR UP YOUR ASS 
HI,
you ENDIAN motherfucker,son of a bitch shoot yourself in the head and things will be back to normal again ,this will be your biggest service to humanity .thanks in advance 
yours """"WORSE NIHGTMARE"""".
THE BIGGEST BARNSTAR UP YOUR ASS"" ->"," obscene"
"98.248.32.178 I will set you on fire, I will shoot your ass up. I will cut your penis off and I will shove it down your throat and choke you. I will cut you up big time motherfucker. ->"," severe"
"OI 

just cos I made an edit you dont like dont call me a fucking vandal assume good faith jerkass!! Im sorry I put a name JR called Paul Bearer a lot as a nickname some serious fucking vandlism right? WRONG!? if it isnt a nickname then its just a damn mistake not vandlism so dont you EVER call me a vandle punk ass bitch ->"," toxic"
"""
 Cut the bullshit You are doing personal favor here to people from Serbian Chapter. There is nothing in this article that deserves to be deleted as facts involved and references used prove exactly what was happening with Montenegrin language doing last 100 years. You are who you chose to be and your actions makes you very poor person. But that is not my choice but yours so there is nothing there I can regret. If section is written in bad English people before tried to help and they did fix grammatical and other errors. You did nothing just helped one hegemonic force to continue to bloat articles about Montenegro. One think you cant say is that this section is not based on valid sources. But I will use this example to show how you and other abused Foundation and your position to support many unjust causes. You are obviously not aware what this kind of yours behavior have repercussions. And one advice to editors you can use word """"bullshit"""" when you see one 76.114.213.50  "" ->"," obscene"
"To the humongous faggot pro-russian administrator of the crimea page 

The fock is there to discuss you RETARD. Fock off wikipedia and take your head out of Putins soviet ass-hole, maybe then you'll get an understanding that reality is different from what your dumb media and dumb russian friends are trying to portray on the crimea page, you focking stupid vatnik. 

I'm honestly surprised you got administrators rights, without it the article wouldnt have survived in the state it is now ass-hole. 
Suck my penor and choke on it, there is nothing to discuss except reverting stupid russian lies on that page. I hope you die in a fire sooner than you get to revert all reasonable changes bitch nigguuuh, fock you

Also, please stop ruining wikipedia with your backwards russian culture. russia is crap, CRAP!!! and so are you ->"," obscene"
"Listen Cuntboy 

You're just a fag from north of the border.  Don't know jack about the NEvada DOC.  I fucked your wife asshole ->"," severe"
"No tell the real name. I cant think of it. Is there a name for a mental disorder where a jew acts like a nazi and does not realize it? Himmler by proxy? Maybe OM knows. But I read that aspergers have no ideas they are aspergers. could that be the same with himmler by proxy that OM has? 

What is with the admins? I should have been banned by now. Maybe OM and Filll's moms are making them do homework and kicked them off the computers. 

The admin response time is really slow tonite. ->"," identity"
"Sorry, really mean it now 

Go fuck yourself FAGGOT. I didn't want to play this card but you made me biatch. ->"," severe"
"Hi, fuckwit. You do know that by blocking me you are violating basic human rights and freedom of expression. And by you deleting my rant is just plain ridicilous. That just proves that all you are is a bunch of fascist douche bags that should've been bombed to death in WWII. Now, please kindly fuck off? thank you. ->"," identity"
"Faggggggggggggit drew likes penis ->"," toxic"
"Fuck you, you cunt.  Don't ever fucking accuse me of vandalism.  Don't ever fucking revert just because you can't be bothered to read and understand what someone did.  You're the one disruptively editing, undoing my changes for no fucking reason at all.  190.45.54.212 ->"," obscene"
"Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered ->"," obscene"
